url,final_url,status,depth,score,critical,warning,notice,issues,ai_status,original_title,ai_title,original_meta,ai_meta,ai_reason
https://books.toscrape.com/catalogue/category/books/christian_43/index.html,https://books.toscrape.com/catalogue/category/books/christian_43/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Christian | Books to Scrape - Sandbox,Christian Books Collection | Books to Scrape,,"Explore a curated selection of Christian books including 'Unqualified', 'Crazy Love', and 'Blue Like Jazz'. Ideal for web scraping practice.",
https://books.toscrape.com/catalogue/category/books/classics_6/index.html,https://books.toscrape.com/catalogue/category/books/classics_6/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Classics | Books to Scrape - Sandbox,Explore Classic Books | Books to Scrape,,"Discover a curated selection of classic literature, including titles like 'The Secret Garden' and 'Animal Farm', available for browsing and scraping.",
https://books.toscrape.com/catalogue/category/books/contemporary_38/index.html,https://books.toscrape.com/catalogue/category/books/contemporary_38/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Contemporary | Books to Scrape - Sandbox,Explore Contemporary Books | Books to Scrape,,"Browse a selection of contemporary books, perfect for web scraping practice. Discover titles like 'When We Collided' and 'Someone Like You'.",
https://books.toscrape.com/catalogue/category/books/default_15/index.html,https://books.toscrape.com/catalogue/category/books/default_15/index.html,200,1,91,0,1,2,meta_description_missing;canonical_missing;og_missing,ok,Default | Books to Scrape - Sandbox,Explore Diverse Books for Web Scraping Practice,,Discover a variety of books across genres on this demo site for web scraping. Prices and ratings are randomly assigned for practice purposes.,
https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,https://books.toscrape.com/catalogue/category/books/fantasy_19/index.html,200,1,91,0,1,2,meta_description_missing;canonical_missing;og_missing,ok,Fantasy | Books to Scrape - Sandbox,Explore Fantasy Books | Books to Scrape,,"Discover a variety of fantasy books, from unicorn tales to epic sagas, on this demo site for web scraping. Browse titles and add to your collection.",
https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,https://books.toscrape.com/catalogue/category/books/fiction_10/index.html,200,1,91,0,1,2,meta_description_missing;canonical_missing;og_missing,ok,Fiction | Books to Scrape - Sandbox,Explore Fiction Books | Books to Scrape,,Discover a wide range of fiction books for web scraping practice. This demo site offers randomly assigned prices and ratings for various titles.,
https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,https://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,200,1,91,0,1,2,meta_description_missing;canonical_missing;og_missing,ok,Food and Drink | Books to Scrape - Sandbox,Explore Food and Drink Books Collection,,"Discover a variety of food and drink books, including cookbooks and culinary guides, available for purchase on this demo scraping website.",
https://books.toscrape.com/catalogue/category/books/health_47/index.html,https://books.toscrape.com/catalogue/category/books/health_47/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Health | Books to Scrape - Sandbox,Explore Health Books | Books to Scrape,,Discover a selection of health books including diet and wellness guides on this demo site for web scraping practice.,
https://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html,https://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html,200,1,91,0,1,2,meta_description_missing;canonical_missing;og_missing,ok,Historical Fiction | Books to Scrape - Sandbox,Explore Historical Fiction Books Online,,Discover a curated selection of historical fiction books available for browsing and purchase on Books to Scrape. Perfect for history and literature enthusiasts.,
https://books.toscrape.com/catalogue/category/books/historical_42/index.html,https://books.toscrape.com/catalogue/category/books/historical_42/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Historical | Books to Scrape - Sandbox,Explore Historical Books | Books to Scrape,,Discover a selection of historical books on this demo site designed for web scraping practice. Prices and ratings are randomly assigned.,
https://books.toscrape.com/catalogue/category/books/history_32/index.html,https://books.toscrape.com/catalogue/category/books/history_32/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,History | Books to Scrape - Sandbox,Explore History Books | Books to Scrape,,"Discover a variety of history books available for browsing on Books to Scrape, a demo site for web scraping practice.",
https://books.toscrape.com/catalogue/category/books/horror_31/index.html,https://books.toscrape.com/catalogue/category/books/horror_31/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Horror | Books to Scrape - Sandbox,Explore Horror Books | Books to Scrape,,"Discover a diverse selection of horror books, including classics like 'Dracula' and modern thrillers like 'The Girl with All the Gifts'. Browse now!",
https://books.toscrape.com/catalogue/category/books/humor_30/index.html,https://books.toscrape.com/catalogue/category/books/humor_30/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Humor | Books to Scrape - Sandbox,Explore Humor Books | Books to Scrape,,"Discover a selection of humor books on Books to Scrape, a demo site for web scraping. Browse titles like 'The Long Haul' and 'Old School'.",
https://books.toscrape.com/catalogue/category/books/music_14/index.html,https://books.toscrape.com/catalogue/category/books/music_14/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Music | Books to Scrape - Sandbox,Explore Music Books | Books to Scrape,,"Discover a variety of music books, from biographies to guides, available on Books to Scrape. Perfect for music enthusiasts and readers alike.",
https://books.toscrape.com/catalogue/category/books/mystery_3/index.html,https://books.toscrape.com/catalogue/category/books/mystery_3/index.html,200,1,91,0,1,2,meta_description_missing;canonical_missing;og_missing,ok,Mystery | Books to Scrape - Sandbox,Explore Mystery Books | Books to Scrape,,Discover a variety of mystery books available on Books to Scrape. Browse through titles like 'Sharp Objects' and 'A Study in Scarlet'.,
https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,https://books.toscrape.com/catalogue/category/books/new-adult_20/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,New Adult | Books to Scrape - Sandbox,Explore New Adult Books | Books to Scrape,,Discover a selection of New Adult books on this demo site for web scraping. Browse titles like 'Without Borders' and 'The Mistake' available now.,
https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html,200,1,91,0,1,2,meta_description_missing;canonical_missing;og_missing,ok,Nonfiction | Books to Scrape - Sandbox,Explore Nonfiction Books | Books to Scrape,,"Discover a variety of nonfiction books, from travel to philosophy, available for browsing on Books to Scrape's demo site.",
https://books.toscrape.com/catalogue/category/books/novels_46/index.html,https://books.toscrape.com/catalogue/category/books/novels_46/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Novels | Books to Scrape - Sandbox,Explore Novels at Books to Scrape,,"Discover a variety of novels on Books to Scrape, a demo site for web scraping practice. Prices and ratings are randomly assigned.",
https://books.toscrape.com/catalogue/category/books/paranormal_24/index.html,https://books.toscrape.com/catalogue/category/books/paranormal_24/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Paranormal | Books to Scrape - Sandbox,Explore Paranormal Books at Books to Scrape,,"Discover a selection of paranormal books including Vampire Knight, Vol. 1. Browse this demo site for web scraping practice.",
https://books.toscrape.com/catalogue/category/books/parenting_28/index.html,https://books.toscrape.com/catalogue/category/books/parenting_28/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Parenting | Books to Scrape - Sandbox,Explore Parenting Books | Books to Scrape,,"Discover parenting books on our demo site. Find titles like 'Catastrophic Happiness' and more, perfect for parents seeking guidance and joy.",
https://books.toscrape.com/catalogue/category/books/philosophy_7/index.html,https://books.toscrape.com/catalogue/category/books/philosophy_7/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Philosophy | Books to Scrape - Sandbox,Explore Philosophy Books | Demo Bookstore,,Browse a selection of philosophy books on this demo site. Prices and ratings are for web scraping practice only.,
https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,https://books.toscrape.com/catalogue/category/books/poetry_23/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Poetry | Books to Scrape - Sandbox,Explore Poetry Books | Demo Web Scraping Site,,Discover a variety of poetry books on this demo site for web scraping. Browse titles like Shakespeare's Sonnets and Howl and Other Poems.,
https://books.toscrape.com/catalogue/category/books/politics_48/index.html,https://books.toscrape.com/catalogue/category/books/politics_48/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Politics | Books to Scrape - Sandbox,Explore Political Books | Books to Scrape,,"Discover a selection of political books, including 'Libertarianism for Beginners' and more. Note: This is a demo site for web scraping.",
https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,https://books.toscrape.com/catalogue/category/books/psychology_26/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Psychology | Books to Scrape - Sandbox,Explore Psychology Books | Books to Scrape,,"Discover a variety of psychology books, including titles like 'The Lucifer Effect' and 'Thinking, Fast and Slow', available for browsing and purchase.",
https://books.toscrape.com/catalogue/category/books/religion_12/index.html,https://books.toscrape.com/catalogue/category/books/religion_12/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Religion | Books to Scrape - Sandbox,Religion Books Collection | Books to Scrape,,"Explore a diverse selection of religion books, including titles like The Book of Mormon and The Bhagavad Gita, available at Books to Scrape.",
https://books.toscrape.com/catalogue/category/books/romance_8/index.html,https://books.toscrape.com/catalogue/category/books/romance_8/index.html,200,1,91,0,1,2,meta_description_missing;canonical_missing;og_missing,ok,Romance | Books to Scrape - Sandbox,Romance Books Collection | Books to Scrape,,Explore a diverse selection of romance novels at Books to Scrape. Find your next romantic read from our curated collection of titles.,
https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Science Fiction | Books to Scrape - Sandbox,Explore Science Fiction Books | Books to Scrape,,Discover a variety of science fiction books on Books to Scrape. This demo site offers a selection of titles for web scraping practice.,
https://books.toscrape.com/catalogue/category/books/science_22/index.html,https://books.toscrape.com/catalogue/category/books/science_22/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Science | Books to Scrape - Sandbox,Explore Science Books | Books to Scrape,,Discover a variety of science books available for browsing and purchase on Books to Scrape. This is a demo site for web scraping practice.,
https://books.toscrape.com/catalogue/category/books/self-help_41/index.html,https://books.toscrape.com/catalogue/category/books/self-help_41/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Self Help | Books to Scrape - Sandbox,Explore Self-Help Books | Books to Scrape,,Discover a variety of self-help books to improve your life. Browse titles like 'How to Be Miserable' and 'You Are a Badass' on Books to Scrape.,
https://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html,https://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html,200,1,91,0,1,2,meta_description_missing;canonical_missing;og_missing,ok,Sequential Art | Books to Scrape - Sandbox,Explore Sequential Art Books | Books to Scrape,,"Discover a diverse selection of sequential art books, from graphic novels to manga, available on Books to Scrape. Perfect for fans and collectors alike.",
https://books.toscrape.com/catalogue/category/books/short-stories_45/index.html,https://books.toscrape.com/catalogue/category/books/short-stories_45/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Short Stories | Books to Scrape - Sandbox,Explore Short Stories at Books to Scrape,,"Discover a variety of short stories available for browsing on Books to Scrape, a demo site for web scraping practice.",
https://books.toscrape.com/catalogue/category/books/spirituality_39/index.html,https://books.toscrape.com/catalogue/category/books/spirituality_39/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Spirituality | Books to Scrape - Sandbox,Explore Spirituality Books | Books to Scrape,,"Discover a variety of spirituality books, including 'The Four Agreements' and 'A New Earth', available on Books to Scrape.",
https://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html,https://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Sports and Games | Books to Scrape - Sandbox,Sports and Games Books - Browse Our Selection,,"Explore a variety of sports and games books, including titles like 'The Book of Basketball' and 'Friday Night Lights'. Perfect for enthusiasts and collectors.",
https://books.toscrape.com/catalogue/category/books/suspense_44/index.html,https://books.toscrape.com/catalogue/category/books/suspense_44/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Suspense | Books to Scrape - Sandbox,Suspense Books Collection | Books to Scrape,,Explore our suspense book selection at Books to Scrape. Find thrilling reads like 'Silence in the Dark' and more. Perfect for suspense enthusiasts.,
https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,https://books.toscrape.com/catalogue/category/books/thriller_37/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Thriller | Books to Scrape - Sandbox,Thriller Books Collection | Books to Scrape,,Explore a variety of thrilling novels available for purchase. Perfect for fans of suspense and excitement. Note: This is a demo site for scraping.,
https://books.toscrape.com/catalogue/category/books/travel_2/index.html,https://books.toscrape.com/catalogue/category/books/travel_2/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Travel | Books to Scrape - Sandbox,Explore Travel Books | Books to Scrape,,"Browse a curated selection of travel books, from guides to adventures, on Books to Scrape. Discover new destinations and travel stories.",
https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,https://books.toscrape.com/catalogue/category/books/womens-fiction_9/index.html,200,1,86,0,2,2,meta_description_missing;thin_content;canonical_missing;og_missing,ok,Womens Fiction | Books to Scrape - Sandbox,Explore Women's Fiction Books Online,,"Discover a variety of women's fiction books, from romance to contemporary stories, available at Books to Scrape. Perfect for book lovers.",
https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,https://books.toscrape.com/catalogue/category/books/young-adult_21/index.html,200,1,91,0,1,2,meta_description_missing;canonical_missing;og_missing,ok,Young Adult | Books to Scrape - Sandbox,Explore Young Adult Books | Books to Scrape,,Discover a variety of young adult books on this demo site for web scraping. Browse titles like 'The Requiem Red' and 'Obsidian' among others.,
https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/index.html,200,1,91,0,1,2,meta_description_missing;canonical_missing;og_missing,ok,Books | Books to Scrape - Sandbox,Explore Diverse Book Categories for Scraping,,Discover a wide range of book categories on this demo site for web scraping practice. Prices and ratings are randomly assigned.,
https://books.toscrape.com/index.html,https://books.toscrape.com/index.html,200,1,86,0,2,2,title_duplicate;meta_description_missing;canonical_missing;og_missing,ok,All products | Books to Scrape - Sandbox,Books to Scrape: Demo Website for Practice,,Explore a demo site for web scraping practice with a variety of book genres. Prices and ratings are randomly assigned for educational purposes.,
